,text,label
136,bb818e4e4c0f66e620b3730ceda7da7b480d156b07edce48a9d7c5e998fe7a3f66d42230692f805e16b992b2571f9273469e0e726e1a2c57a5f… https://t.co/71sOfSNeF2,0
137,السماء ليست زرقاء ،بل بعدها عن الأرض جعلها تبدو للناظر زرقاء. https://t.co/C2Tk0D2I8j,0
138,@SrBachchan 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳💖💖💖💖💖🎲 https://t.co/rbygQTJDKf,5
139,temperature down 10°C -&gt; 5°C,0
140,@AsmaDz161 اميييين,4
141,UNITED KINGDOM https://t.co/dW8KQchdsZ,0
142,@fadi36133023 اهلا بيك خويا توحشناك,1
143,@Abou_Yaareb @FawziZeidan Les chiffres arabes هي الأرقام التالية:1 2 3 4 5 6 7 8 9 0 والمقصود(الصفر العربي) لأن ال… https://t.co/6kFARg21pb,0
144,✝✝✡🔯 https://t.co/afrZDXCQ4I,0
145,انا وصلت لمرحلة ما نبيش نحب حد عشان عارفهم ما يستاهلوش و ما نبيش نعطي حد يحبني وجه عشان ما نعطيش امل و بعدها نجرحه I'm gonna die alone lol,8
146,@Eshooelag2000 غريبه ما طلعتيش عندي,7
147,@T84335939 مساء العسل,1
148,ألف مبروووووووووووك 7مليوووووووووون مشاهدة حقيقية ساهوتي تستاهلي ملايين 🎉🎉🎉🎇🎆🎆🎈🎈🎈💃💃💃 #ليك_منوليش_7M… https://t.co/bU2m5hDEmm,5
149,تضيق كأنها لن تتسع ، وتتسع كأنها لن تضيق ، يقلب الله الأمور لحكمة تجعلنا نعلم ان الأمر كله بيد الله .. وأن الله على كل شيء قدير .,4
150,للجميع https://t.co/V7VIuUyG3T,0
151,انثى القنفذ عندما يتزوج زوجها بأنثى أخرى تقوم بِحفر بيت لهما بمناسبة زواجه كهدية له وإذا دخلوا دفنتهم !! الانثى انثى مهما اختلفت فصيلتها😂👑👌,8
152,@ab50501 آمين يارب العالمين,4
153,https://t.co/opMGez5551,0
154,@george_bienvenu @immoboum @EvelyneNahellec @samy1535 @SangareAssa Allez au Musée #Juif ... Et racontez votre histo… https://t.co/iS0WMEsEeU,0
155,@AsmaDz161 نتبع المظاهر والتقاليد حتى على حساب راحتنا,6
156,اعطوا ظهوركم لدخان المدافع والدبابات وانتبهوا للسبورة مستقبلكم في العلم لا في الحرب ...😉😍 https://t.co/93PBqMmee5,2
157,@BTS_twt #iHeartAwards @BTS_twt,5
158,هنا .. أنت تعبر عن أخلاقك .. ❤,1
159,باكل عسل كل يوم لو ما باكلو بفيق بلا صوت https://t.co/AiafDfqN4b,2
160,@malaak0009 ههههه,1
161,@7saadiya الله ما ليجعلن من صديقين,8
162,انت اخويا الشاب ربي يخليك يخرج عليك تولي كالغزال https://t.co/Z3ERnznJ7b,1
163,Vous aimez ? https://t.co/CvbwqHcEnf,0
164,@omaran4 صدقني لو كان قدها من الاول ، مش ح يوصل لموقف انه ياخد فرصه,6
165,#ورينا_تصويرك_بالجوال https://t.co/5jcjglzwYn,0
166,@IkrameAlger 👏👏👏👏👏تصفيقة حارة هههه,1
167,@Hakoma36 @HusseinY22 خلاص هذي اخر وحده,0
168,@starfly8888 Aissa https://t.co/zkHceW0JJY,0
169,Mon frère 💎💘 https://t.co/w7OBD9l6Vb,5
170,"@gwenenuts La raison est sage ,mais le coeur peut aussi nous mener à la vérité...😋",7
171,اللهم أجعلنا من الذين تحلوا بالصبر ونالوا ما تمنّوا..🌹..,4
172,#jackmovez #foulplay #patheticwaste #🔥 #☠️ #🎶 #🔥💀🔥 #🤘 #🎵 #whereitsat #thesix @ ∆SAD MIND∆ https://t.co/a1lqmvAKun,0
173,@AskForLiz @halimlounnas3,0
174,https://t.co/RauxfCHZqo,0
175,@nakedwithadele @halimlounnas3,0
176,سوريا 😎❤❤ https://t.co/4BYbWi7foZ,1
177,@naalsabah1 @halimlounnas3,0
178,وكـان رحــيلـهم كسقــوط ورقــة من غصنـهـا صـامـتـا هـادئـا بـدون ضـجــيج......... https://t.co/SBWWskopAg,2
179,@Donyazed4 @Asaad976 انا اسف,2
180,ششلبي,0
181,@EgyptYoya 4 مسلسلات بس🙄😂😂😂😂😂😂😂😂😂😂,7
182,@derradjihafid https://t.co/qLTFePqXWT,0
183,at 7:30pm: temperature down 15°C -&gt; 14°C humidity up 77% -&gt; 82%,0
184,لتعيش تعلم تنسى,1
185,النصف هو أن تصل وأن لاتصل، أن تعمل وأن لا تعمل،أن تغيب وأن تحضر.. النصف هو أنت، عندما لا تكون أنت.. لأنك لم تعرف من… https://t.co/tHiBY9MDeg,4
186,👌👌🤗 https://t.co/72nZ8B3gFW,1
187,@sulivangwed Fricheta Antonio,0
188,https://t.co/YjF5YmmzQ6,0
189,@Mokh_ly حكم غبي,6
190,@ka99_yazid @Ania27El والله تاج رأسي أمي ثم أمي ثم أمي وفقط ياجاهل,3
191,@ChiringuitoArab غني عن التهديف,7
192,@gft1151 @Sara45528618 قالها المثل علمته ارمي وركب الخيل ولما قوة 💪 ساواعدهو رامني ولكن هاذهي فتاة وليس كاذكر,2
193,قال النبي صلى الله عليه وسلم : (إن من أفضلِ أيامِكم يومُ الجمُعةِ، فيه خُلِقَ آدمُ وفيه قُبضَ وفيه النَّفخةُ وفيه ا… https://t.co/243AzeA3vc,1
194,@BassmaBasouma2 @Yassoujasm1 @IBGsaid @ASaci39 الامازيغية لغة تكتب بالتيفيناغ اما لذكرتيهم هم لهجات والاولاد يقروها يقروها وتتعمم 😌,0
195,https://t.co/6q13KQZEQE,0
196,تلمسان مدينة الزيانين ما أحلاك https://t.co/AcZH2mEJaZ,1
197,@Ratiba_dz16 كل ماهو دمشقي جميل,1
198,و هكدب ليه .. أنا بحبك و هفضل احبك اعمل ايه #مفيش_اسباب,5
199,@dahmani1402 يااااارب,4
200,https://t.co/hwzx9UTxvQ,0
201,https://t.co/s9jAviOPc5,0
202,اللهم في صباح يوم الجمعة اللهم أشفي وعافي كل مريض ورحم كل ميت ونور له في قبره وشرح صدورنا ويسر أمورنا وفرج همومنا… https://t.co/a8hv4YF4wi,1
203,for all...... https://t.co/jLHtJVgDB9,1
204,@Kristia16515228 @HDMshk اي سلفية تتكلم عنها و أبرياء يموتون في اليمن ويحك!,2
205,@morganmurtaugh @halimlounnas3,0
206,@nahed_chouiha العفو عزيزتي 😘 تستاهلي كل خير ناس مثلك شرف لي معرفتها 😍 دمت بخير,1
207,مساء الخير https://t.co/wlwroei484,1
208,Adobe photoshop ❤️❤️ https://t.co/C82Ht2AKAu,1
209,#samsungphotography #withgalaxy  #galaxynote8 #iphonephotooftheday #androidphoto #androidphotography… https://t.co/gONypZVy3Z,0
210,@newyorkman10 https://t.co/wmMGBn5wkB,0
211,@TheiCollection @jojol67 @Condor_MobileFR Je suis à Bejaia je prend un avion mtn pour rentrer à Alger j’espère vous voir,0
212,@Eng_AZZA_S @Eng_AZZA_S اكثر من كلمة السعادة في هذا اليوم وجود معاكي هذا معالي الشيخ الفضيل صاحب العطي والكرم والف… https://t.co/SYmNg5aGz0,1
213,@OneIsDead1 هههه ايسكو يبقى,1
214,"""@salmaaena: صباح الخير https://t.co/0ij5crmklz""حبي صباح وارد ويسمين",5
215,@AsmaDz161 كاين تقاليد تفرضت على الناس اسما,3
216,@ranouwab1 @AzzouTaleb ما عجبتناش نكران الاصول وتهميش لغة الامازيغ وطمس الهويات تحت ذريعة العربية لغة اهل الجنة 😊,3
217,sur commande https://t.co/Jpc8xJEUFr,0
218,https://t.co/tXg2mxmsVw,0
219,@iamroxanepope @ZohraBitan https://t.co/pYGtyla27p,0
220,@Dareen_huj https://t.co/jtQ5kpodil,0
221,@CaterinDi @EvitaMan777 @WLfansclubSK @MariaJoseSernaS @Mals172 @MariaCa84617552 @LuzineteLi1 @SimoneA05421311… https://t.co/OEJ1QQpaQv,0
222,يقال بأن #بوتفليقة وراء صمود بوحجة #الجزائر,0
223,@AbuElaaan الحمد لله و يا ربي يطلع الموو,1
224,"Franklin Delano Roosevelt, ancien Président des Etats-Unis et figure politique centrale du XXème siècle (seul Prési… https://t.co/J81SzvPF2k",0
225,https://t.co/05erYV8qW2,0
226,أين بدأنا و أين انهينا 😬 https://t.co/CqU1sAf73V,1
227,@dahbia_dz يارب,4
228,https://t.co/MJvMnOcWnu https://t.co/kR2VENphHK,0
229,ماهو قماشها؟...كم سعرها؟...مناسبة لأي فصل؟....جلابيب الخروج لــ * مجموعة مسلمة * على : https://t.co/ArLBw3JvU6 https://t.co/qi0dpHo5lI,5
230,@layla_bm95 Mohamed et toi,0
231,@mousa_abdallah تفاصيل أغنية #ماجد_المهندس @majidalmohandis الجديدة المزيد من التفاصيل على هذه الصفحة… https://t.co/U8nIJr1gZM,0
232,@fatooma_dz اختاه السلام عليكم هدا البشر الزمان ليس بشر وصلي لا تعطيه البشر الزمان درة نظر يزدكي الا الظرار,2
233,https://t.co/AwbRZPu1yU,0
234,لا تأسفن على الدنيا وزينتها وأرح فؤادك من هم ومن حزن وانظر إلى من حوى الدنيا بأجمعها هل راح منها بغير القطن والكفن؟,2
235,'و نحن أقرب أليه من حبل الوريد ' كافيه تحسسنا ان الله معانا في كل وقت تحسس حبل وريدك وتأكد انه قريب منك ، صدقني مد… https://t.co/o8IISVqUTv,2
236,@BBCArabic حس #الأكراد القومي يشهد لهم.,7
237,few clouds -&gt; clear sky temperature down 22°C -&gt; 19°C humidity up 68% -&gt; 82% wind 5kmh -&gt; 1kmh,0
238,@SuhilaBnLachhab @farahyasminenia مساء الأنوار ساهوتي ألف مبروووووووك تستاهلي ملايين💃💃💃💃💃💃🎇🎇🎇🎇🎉🎉🎉🎉🎉🎆🎆🎆🎆🎆🎈🎈🎈🎈🎈 #ليك_منوليش_7M,5
239,👍👍👍💞 https://t.co/uICOqLbPQ5,1
240,@lilachbullock @halimlounnas3,0
241,اويحي الحقير مزال يحكي من اي معدن انت فعلا أن لم تستحي فافعل متشئت,6
242,بيسو من حفل عيد ميلاد المنتج ياسر سليم #mohammadabbas @MohamedAbbas https://t.co/PIwoDQMucl,0
243,@raya48101556 😂😂😂😂😂لؤياتي شكرا على التفاعل مع قهوتي,1
244,CHILE https://t.co/LkULXBO2ZK,0
245,عثمان,5
246,@R222sC4rLqdIAv1 شو هاذ رمي,7
247,@Imad78317250 إيه يا أخي عماد صحيح من قال عند الفتن تطيش العقول. يعني الإمام ربيع والعلامة الكبير الجابري والعلامة… https://t.co/wSjJQmBKKD,6
248,@sulivangwed https://t.co/Uq7KhGtGa5,0
249,@71994BjQ0bkSBKt https://t.co/yX8ot831oU,0
250,@PoS550ZUP20jPul اللهم امين وانت داعى ولك بالمثل مساء النور والأمل,1
251,https://t.co/hAYwuxkbds,0
252,برنامج الحان وعذاب من بكري مليح وزادلو لهوا وريح😂😂😂😂😂,6
253,انتي مني وانا منك وحبك في قلبي كل يوم يزيد جرحوني في حبك ولكن الشوق والحنين اليك هلكهم انت العيون والدقات اللي في… https://t.co/nD5WYJHlbk,5
254,حبيبتي 😘 كل عام وانت حيا بخير اك تساليني كادو خساره لبعد وايلا راني جبتو وجيت 😍 https://t.co/8xyRU6hayP,5
255,@Pix_And_Cameras @halimlounnas3,0
256,@LinnJennie https://t.co/BqjMIrXccL,0
257,ليرىٰ كل صعفوق أننا نحترم مشايخنا ونقدرهم ونحبهم ونتقرب إلى الله بحبهم رغم أنوفهم.. أبهىٰ حُلـة ورب العزَّة لاذاع… https://t.co/D49Ekf9JXB,1
258,7:58am: sunrise sunset will be at 5:58pm,0
259,3اكتوبر 2018 👌✍️,0
260,قلمي,0
261,Zarour HACENE https://t.co/8B0AP901HP,0
262,@Dr_alqarnee سبحان الله وبحمده عدد خلقه ورضى نفسه وزنة عرشه 3مرات,1
263,ربّـيّ جَـمِلَ صِـبّـآحًـنِآ بّـذِكرك وِعَـفُوِك وِتُوِفُيّقَك وِبّـركآتُك وِرضًـآك عَـنِآ ' ' ' » صِـبّـآحً ـ آلَخٌـيّر 🌸,1
264,https://t.co/NBCAOIrkgP,0
265,@ATM_Mobilis مليحا,1
266,وما زلت تروي شحوب السبيل بصوت يحن عليه العليل بشيء توغل بين المساء تغطى طويلاً بذاك الرداء بطيف تناثر حتى جرى… https://t.co/8Bbu5pRNde,2
267,https://t.co/FEzfBIRxWl,0
268,@Pinterest @halimlounnas3,0
269,اسير الحب https://t.co/pGtlssR7c1,2
270,@Roro_Roro00000 سلامة قلبكـ,2
271,أنتَ العليمُ بما في القلب من وجعٍ .. أنتَ الرّحيمُ بضعفٍ لستُ أقواهُ💔,2
272,@octopusbox 🤠,0
273,https://t.co/dTa1ynAomK,0
274,@Thafsuthe2 @NinaMim43557041 انت ولا انتي,0
275,@algeriangirlll انت مكاش كاع,3
276,صباح الخير لكل فاطن,1
277,@ninasahlawia2 جميل,1
278,@sirinesetif @drag_10 @zera2001 @LachebHana @ALG0202 @shahra_dz اللهم آمين صباح الخير,4
279,الجمعية الام .. اولمبيک الکاف ❤ https://t.co/GL8Uf3eMoA,1
280,يما قورايا ولاية بجاية شمعة المتوسط 😍 #الجزائر #اكتشف_الجزائر Pic des Singes Béjaïa 🇩🇿️💦 #Algérie #Algeria https://t.co/pIzv0bocK1,1
281,كشف، ريزا سودون، اللاعب السابق لباريس سان جيرمان، بأن الدولي الجزائري، #محرز أراد الإلتحاق ببطل الليغ1 ولم يتم قبول… https://t.co/6LDaCPaHeV,0
282,@elheddafinter إن شاء الله ديما حزين يا وجه الشر ما أبشع وجهك حشا خليقة ربيّ,6
283,https://t.co/h44CaJns6e,0
284,سقطت من يدي السيجارة ثم الثقاب المهزوم أمام العاشقات لم أستطع الانحناء لنجدتهم و قلت لهم أنتم ضحية الحياة ليس لي حا… https://t.co/SCeExC88yi,2
285,https://t.co/kxLnTpHPiY,0
286,@MeMOo56606635 وين 👀,0
287,@Eshooelag2000 جو شنو يللي ماعاش يديروا فيه ؟؟,7
288,اهل البيت عليهم السلام هم سفينة النجاة من ركبها نجى وتخلف هلك https://t.co/mMgbZem5P9,1
289,temperature up 11°C -&gt; 23°C humidity down 87% -&gt; 40%,0
290,@nour1815 الذكريات الجميلة ... مع امل اللقاء رذاذ ينزل على تربة الحب فيحيي بها ...براعم البهجة,1
291,🙄🙄🤧🤧😩 هذا هو لي دار إضراب عن الطعام وتغطى بزاورة في الصيف ولآ راني غالط 😁 🇩🇿😂🇩🇿😂🇩🇿😂🇩🇿 https://t.co/D6nFyrCiKL,7
292,JSBordj Mnail Vs USMDraa Ben Khedda l'ouverture de la saison sportive 18/19 bn courage pour tt les arbitres régiona… https://t.co/eIsFsBVj1x,0
293,المشكلة ان الطائرة الاندونيسية لم يجدو لها اثر سقطت في البحر إلا بعد فترة وجدو حطامها المؤشارات تدل علي وقوع خلل… https://t.co/Vmz3LVzdVQ,3
294,@faresch3 بشرك الله بالخير,1
295,ثم ماذا لن أغامر بقلبي مجدد من أجل '..... ساعدة مؤقتة 😌,2
296,كم من مُلهم ، صار مؤلم ..,2
297,https://t.co/pd6IBnYkTx,0
298,تحت ال 0 https://t.co/nAfuAdJHt4,0
299,وليس الحب أن يكون المحبوب بلا عيوب .. انما الحب أن يظل المحبوب برغم عيوبه محبوب ..💙,5
300,https://t.co/1HCe6jg4B9,0
301,#ورينا_تصويرك_بالجوال https://t.co/Rd7FEjXfYP,0
